ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
REACTOME_TRAF6_MEDIATED_NF_KB_ACTIVATION	REACTOME_TRAF6_MEDIATED_NF_KB_ACTIVATION	3/225	24/11763	0.0103907673817128	0.0334326314132382	0.0199576598377395	NFKB2/TRAF2/NFKB1	3
REACTOME_ANTIMICROBIAL_PEPTIDES	REACTOME_ANTIMICROBIAL_PEPTIDES	6/225	97/11763	0.0106843616417998	0.0342660271424711	0.0204551566775386	DEFA5/CCR2/TLR1/LTF/DEFB1/TLR2	6
KEGG_METABOLISM_OF_XENOBIOTICS_BY_CYTOCHROME_P450	KEGG_METABOLISM_OF_XENOBIOTICS_BY_CYTOCHROME_P450	5/225	70/11763	0.0108259232138075	0.0346080319512363	0.0206593169648891	CYP2E1/GSTT2/GSTM1/GSTT1/CYP1A1	5
REACTOME_BINDING_AND_UPTAKE_OF_LIGANDS_BY_SCAVENGER_RECEPTORS	REACTOME_BINDING_AND_UPTAKE_OF_LIGANDS_BY_SCAVENGER_RECEPTORS	6/225	98/11763	0.0112047455585385	0.0357038676801018	0.0213134777590071	COL4A1/APOA1/APOE/COL1A2/COL3A1/COL1A1	6
KEGG_MELANOMA	KEGG_MELANOMA	5/225	71/11763	0.0114696029784984	0.0363143020820826	0.0216778774976159	AKT3/FGF1/RAF1/IGF1R/IGF1	5
KEGG_RIG_I_LIKE_RECEPTOR_SIGNALING_PATHWAY	KEGG_RIG_I_LIKE_RECEPTOR_SIGNALING_PATHWAY	5/225	71/11763	0.0114696029784984	0.0363143020820826	0.0216778774976159	IRF3/TRAF2/IL12A/NFKB1/TNF	5
BIOCARTA_TOLL_PATHWAY	BIOCARTA_TOLL_PATHWAY	3/225	25/11763	0.0116437565070675	0.0367482888487386	0.0219369465537109	PPARA/TLR3/NFKB1	3
PID_DELTA_NP63_PATHWAY	PID_DELTA_NP63_PATHWAY	4/225	47/11763	0.0122239646927659	0.0383352816788957	0.0228843043215671	IGFBP3/COL5A1/VDR/IL1A	4
REACTOME_INTERLEUKIN_12_SIGNALING	REACTOME_INTERLEUKIN_12_SIGNALING	4/225	47/11763	0.0122239646927659	0.0383352816788957	0.0228843043215671	SERPINB2/IL12A/IFNG/IL10	4
REACTOME_REGULATION_OF_IFNA_SIGNALING	REACTOME_REGULATION_OF_IFNA_SIGNALING	3/225	26/11763	0.0129799428405279	0.0405776761986219	0.0242229051183021	IFNAR1/STAT1/SOCS3	3
KEGG_CELL_ADHESION_MOLECULES_CAMS	KEGG_CELL_ADHESION_MOLECULES_CAMS	7/225	133/11763	0.013925209145947	0.043395856174948	0.0259052219133473	HLA-DQA1/HLA-G/VCAM1/CD80/CD86/CD40/ICAM1	7
KEGG_B_CELL_RECEPTOR_SIGNALING_PATHWAY	KEGG_B_CELL_RECEPTOR_SIGNALING_PATHWAY	5/225	75/11763	0.0143046100659506	0.0443183157771289	0.0264558855666753	AKT3/RAF1/SOS1/FCGR2B/NFKB1	5
BIOCARTA_GH_PATHWAY	BIOCARTA_GH_PATHWAY	3/225	27/11763	0.0144000985673416	0.0443183157771289	0.0264558855666753	RAF1/SOS1/PRKCA	3
BIOCARTA_PYK2_PATHWAY	BIOCARTA_PYK2_PATHWAY	3/225	27/11763	0.0144000985673416	0.0443183157771289	0.0264558855666753	RAF1/SOS1/PRKCA	3
REACTOME_INTEGRIN_SIGNALING	REACTOME_INTEGRIN_SIGNALING	3/225	27/11763	0.0144000985673416	0.0443183157771289	0.0264558855666753	FN1/SOS1/VWF	3
BIOCARTA_FREE_PATHWAY	BIOCARTA_FREE_PATHWAY	2/225	10/11763	0.0148144792033752	0.044488329971348	0.0265573757968002	NFKB1/TNF	2
BIOCARTA_NPP1_PATHWAY	BIOCARTA_NPP1_PATHWAY	2/225	10/11763	0.0148144792033752	0.044488329971348	0.0265573757968002	COL4A1/COL4A3	2
REACTOME_CHYLOMICRON_ASSEMBLY	REACTOME_CHYLOMICRON_ASSEMBLY	2/225	10/11763	0.0148144792033752	0.044488329971348	0.0265573757968002	APOA1/APOE	2
REACTOME_CHYLOMICRON_REMODELING	REACTOME_CHYLOMICRON_REMODELING	2/225	10/11763	0.0148144792033752	0.044488329971348	0.0265573757968002	APOA1/APOE	2
REACTOME_DISEASES_ASSOCIATED_WITH_SURFACTANT_METABOLISM	REACTOME_DISEASES_ASSOCIATED_WITH_SURFACTANT_METABOLISM	2/225	10/11763	0.0148144792033752	0.044488329971348	0.0265573757968002	SFTPD/SFTPC	2
REACTOME_HDL_REMODELING	REACTOME_HDL_REMODELING	2/225	10/11763	0.0148144792033752	0.044488329971348	0.0265573757968002	APOA1/APOE	2
REACTOME_MAPK3_ERK1_ACTIVATION	REACTOME_MAPK3_ERK1_ACTIVATION	2/225	10/11763	0.0148144792033752	0.044488329971348	0.0265573757968002	IL6R/IL6	2
REACTOME_TETRAHYDROBIOPTERIN_BH4_SYNTHESIS_RECYCLING_SALVAGE_AND_REGULATION	REACTOME_TETRAHYDROBIOPTERIN_BH4_SYNTHESIS_RECYCLING_SALVAGE_AND_REGULATION	2/225	10/11763	0.0148144792033752	0.044488329971348	0.0265573757968002	DHFR/NOS3	2
REACTOME_ATTENUATION_PHASE	REACTOME_ATTENUATION_PHASE	3/225	28/11763	0.0159048537549366	0.0473324626761027	0.0282551851122946	HSPA1A/HSPA1L/SERPINH1	3
REACTOME_SULFUR_AMINO_ACID_METABOLISM	REACTOME_SULFUR_AMINO_ACID_METABOLISM	3/225	28/11763	0.0159048537549366	0.0473324626761027	0.0282551851122946	MTR/BHMT/MTRR	3
REACTOME_TNFS_BIND_THEIR_PHYSIOLOGICAL_RECEPTORS	REACTOME_TNFS_BIND_THEIR_PHYSIOLOGICAL_RECEPTORS	3/225	28/11763	0.0159048537549366	0.0473324626761027	0.0282551851122946	LTA/TNFRSF1A/TNFRSF1B	3
PID_CASPASE_PATHWAY	PID_CASPASE_PATHWAY	4/225	51/11763	0.0161465284272657	0.0476618855075633	0.028451834569282	CASP1/TRAF2/TNFRSF1A/TNF	4
SIG_INSULIN_RECEPTOR_PATHWAY_IN_CARDIAC_MYOCYTES	SIG_INSULIN_RECEPTOR_PATHWAY_IN_CARDIAC_MYOCYTES	4/225	51/11763	0.0161465284272657	0.0476618855075633	0.028451834569282	AKT3/LNPEP/RAF1/SOS1	4
PID_P53_DOWNSTREAM_PATHWAY	PID_P53_DOWNSTREAM_PATHWAY	7/225	137/11763	0.0161598320187097	0.0476618855075633	0.028451834569282	IRF5/CASP1/IGFBP3/FAS/SERPINE1/MMP2/VDR	7
